,survived,pclass,sex,age,sibsp,parch,fare,embarked,alone
707,1,1,0,42,0,0,26.2875,0,1
708,1,1,1,22,0,0,151.55,0,1
710,1,1,1,24,0,0,49.5042,1,1
711,0,1,0,29,0,0,26.55,0,1
712,1,1,0,48,1,0,52.0,0,0
713,0,3,0,29,0,0,9.4833,0,1
714,0,2,0,52,0,0,13.0,0,1
715,0,3,0,19,0,0,7.65,0,1
716,1,1,1,38,0,0,227.525,1,1
717,1,2,1,27,0,0,10.5,0,1
718,0,3,0,29,0,0,15.5,2,1
719,0,3,0,33,0,0,7.775,0,1
720,1,2,1,6,0,1,33.0,0,0
721,0,3,0,17,1,0,7.0542,0,0
722,0,2,0,34,0,0,13.0,0,1
723,0,2,0,50,0,0,13.0,0,1
724,1,1,0,27,1,0,53.1,0,0
725,0,3,0,20,0,0,8.6625,0,1
726,1,2,1,30,3,0,21.0,0,0
727,1,3,1,29,0,0,7.7375,2,1
728,0,2,0,25,1,0,26.0,0,0
729,0,3,1,25,1,0,7.925,0,0
730,1,1,1,29,0,0,211.3375,0,1
731,0,3,0,11,0,0,18.7875,1,1
735,0,3,0,28,0,0,16.1,0,1
736,0,3,1,48,1,3,34.375,0,0
737,1,1,0,35,0,0,512.3292,1,1
740,1,1,0,29,0,0,30.0,0,1
741,0,1,0,36,1,0,78.85,0,0
742,1,1,1,21,2,2,262.375,1,0
743,0,3,0,24,1,0,16.1,0,0
744,1,3,0,31,0,0,7.925,0,1
745,0,1,0,70,1,1,71.0,0,0
746,0,3,0,16,1,1,20.25,0,0
747,1,2,1,30,0,0,13.0,0,1
748,0,1,0,19,1,0,53.1,0,0
749,0,3,0,31,0,0,7.75,2,1
750,1,2,1,4,1,1,23.0,0,0
751,1,3,0,6,0,1,12.475,0,0
752,0,3,0,33,0,0,9.5,0,1
753,0,3,0,23,0,0,7.8958,0,1
754,1,2,1,48,1,2,65.0,0,0
755,1,2,0,0,1,1,14.5,0,0
756,0,3,0,28,0,0,7.7958,0,1
759,1,1,1,33,0,0,86.5,0,1
761,0,3,0,41,0,0,7.125,0,1
762,1,3,0,20,0,0,7.2292,1,1
763,1,1,1,36,1,2,120.0,0,0
764,0,3,0,16,0,0,7.775,0,1
765,1,1,1,51,1,0,77.9583,0,0
766,0,1,0,29,0,0,39.6,1,1
767,0,3,1,30,0,0,7.75,2,1
768,0,3,0,29,1,0,24.15,2,0
769,0,3,0,32,0,0,8.3625,0,1
770,0,3,0,24,0,0,9.5,0,1
771,0,3,0,48,0,0,7.8542,0,1
772,0,2,1,57,0,0,10.5,0,1
774,1,2,1,54,1,3,23.0,0,0
775,0,3,0,18,0,0,7.75,0,1
777,1,3,1,5,0,0,12.475,0,1
778,0,3,0,29,0,0,7.7375,2,1
779,1,1,1,43,0,1,211.3375,0,0
780,1,3,1,13,0,0,7.2292,1,1
781,1,1,1,17,1,0,57.0,0,0
782,0,1,0,29,0,0,30.0,0,1
783,0,3,0,29,1,2,23.45,0,0
784,0,3,0,25,0,0,7.05,0,1
785,0,3,0,25,0,0,7.25,0,1
786,1,3,1,18,0,0,7.4958,0,1
787,0,3,0,8,4,1,29.125,2,0
788,1,3,0,1,1,2,20.575,0,0
789,0,1,0,46,0,0,79.2,1,1
791,0,2,0,16,0,0,26.0,0,1
793,0,1,0,29,0,0,30.6958,1,1
794,0,3,0,25,0,0,7.8958,0,1
795,0,2,0,39,0,0,13.0,0,1
796,1,1,1,49,0,0,25.9292,0,1
797,1,3,1,31,0,0,8.6833,0,1
798,0,3,0,30,0,0,7.2292,1,1
799,0,3,1,30,1,1,24.15,0,0
801,1,2,1,31,1,1,26.25,0,0
802,1,1,0,11,1,2,120.0,0,0
803,1,3,0,0,0,1,8.5167,1,0
804,1,3,0,27,0,0,6.975,0,1
805,0,3,0,31,0,0,7.775,0,1
806,0,1,0,39,0,0,0.0,0,1
807,0,3,1,18,0,0,7.775,0,1
809,1,1,1,33,1,0,53.1,0,0
810,0,3,0,26,0,0,7.8875,0,1
811,0,3,0,39,0,0,24.15,0,1
812,0,2,0,35,0,0,10.5,0,1
813,0,3,1,6,4,2,31.275,0,0
814,0,3,0,30,0,0,8.05,0,1
816,0,3,1,23,0,0,7.925,0,1
817,0,2,0,31,1,1,37.0042,1,0
818,0,3,0,43,0,0,6.45,0,1
819,0,3,0,10,3,2,27.9,0,0
820,1,1,1,52,1,1,93.5,0,0
821,1,3,0,27,0,0,8.6625,0,1
822,0,1,0,38,0,0,0.0,0,1
823,1,3,1,27,0,1,12.475,0,0
824,0,3,0,2,4,1,39.6875,0,0
825,0,3,0,29,0,0,6.95,2,1
826,0,3,0,29,0,0,56.4958,0,1
827,1,2,0,1,0,2,37.0042,1,0
828,1,3,0,29,0,0,7.75,2,1
829,1,1,1,62,0,0,80.0,0,1
830,1,3,1,15,1,0,14.4542,1,0
831,1,2,0,0,1,1,18.75,0,0
833,0,3,0,23,0,0,7.8542,0,1
834,0,3,0,18,0,0,8.3,0,1
835,1,1,1,39,1,1,83.1583,1,0
836,0,3,0,21,0,0,8.6625,0,1
839,1,1,0,29,0,0,29.7,1,1
840,0,3,0,20,0,0,7.925,0,1
841,0,2,0,16,0,0,10.5,0,1
842,1,1,1,30,0,0,31.0,1,1
843,0,3,0,34,0,0,6.4375,1,1
845,0,3,0,42,0,0,7.55,0,1
847,0,3,0,35,0,0,7.8958,1,1
848,0,2,0,28,0,1,33.0,0,0
849,1,1,1,29,1,0,89.1042,1,0
850,0,3,0,4,4,2,31.275,0,0
851,0,3,0,74,0,0,7.775,0,1
852,0,3,1,9,1,1,15.2458,1,0
853,1,1,1,16,0,1,39.4,0,0
854,0,2,1,44,1,0,26.0,0,0
855,1,3,1,18,0,1,9.35,0,0
856,1,1,1,45,1,1,164.8667,0,0
857,1,1,0,51,0,0,26.55,0,1
858,1,3,1,24,0,3,19.2583,1,0
860,0,3,0,41,2,0,14.1083,0,0
861,0,2,0,21,1,0,11.5,0,0
862,1,1,1,48,0,0,25.9292,0,1
864,0,2,0,24,0,0,13.0,0,1
865,1,2,1,42,0,0,13.0,0,1
866,1,2,1,27,1,0,13.8583,1,0
867,0,1,0,31,0,0,50.4958,0,1
868,0,3,0,29,0,0,9.5,0,1
869,1,3,0,4,1,1,11.1333,0,0
871,1,1,1,47,1,1,52.5542,0,0
872,0,1,0,33,0,0,5.0,0,1
873,0,3,0,47,0,0,9.0,0,1
874,1,2,1,28,1,0,24.0,1,0
875,1,3,1,15,0,0,7.225,1,1
876,0,3,0,20,0,0,9.8458,0,1
879,1,1,1,56,0,1,83.1583,1,0
880,1,2,1,25,0,1,26.0,0,0
881,0,3,0,33,0,0,7.8958,0,1
882,0,3,1,22,0,0,10.5167,0,1
883,0,2,0,28,0,0,10.5,0,1
885,0,3,1,39,0,5,29.125,2,0
887,1,1,1,19,0,0,30.0,0,1
888,0,3,1,29,1,2,23.45,0,0
889,1,1,0,26,0,0,30.0,1,1
890,0,3,0,32,0,0,7.75,2,1
